,benchmark_rets,returns
2013-02-01,0.09604759881002978,0.019291035975601334
2013-02-18,-0.0024234199302056725,0.0
2013-02-19,-0.018851423573996606,0.0
2013-02-20,0.006338516391007243,0.0
2013-02-21,-0.0338549355378408,0.0
2013-02-22,-0.005398798003463323,0.0
2013-02-25,0.003072511265874711,0.0
2013-02-26,-0.014192362671023084,0.0
2013-02-27,0.010460901087519403,0.0
2013-02-28,0.030032800328003262,0.0
2013-02-04,0.02816200616976805,0.002679994694155363
2013-02-05,0.008614014711575857,0.0
2013-02-06,0.0014394012090970243,0.0
2013-02-07,-0.005845151399003434,0.0
2013-02-08,0.004337349397590229,0.0
2013-03-01,-0.03733205374280224,0.0
2013-03-11,-0.028611304954640704,0.0
2013-03-12,-0.01416256157635476,0.0
2013-03-13,-0.011034769935457045,0.0
2013-03-14,0.0026315789473685403,0.0
2013-03-15,0.002204724409448744,0.0
2013-03-18,-0.014665828619316978,0.0
2013-03-19,0.009036785030831496,0.00652177419354838
2013-03-20,0.03329470024233472,0.030713670868563803
2013-03-21,0.001937391659019072,0.0025911696565743547
2013-03-22,0.0012212497455730276,0.0025844728489496926
2013-03-25,-0.0019312868469201216,-0.0017185403783520625
2013-03-26,-0.014461757816478293,-0.01635423901444888
2013-03-27,0.0033068099617650226,0.0006761591465294092
2013-03-28,-0.03234112678957668,0.0
2013-03-29,-0.0014901543374135073,0.0
2013-03-04,0.020040507408591646,0.0
2013-03-05,0.029992684711046103,0.0
2013-03-06,0.010450487012986898,0.0
2013-03-07,-0.011446932422934042,0.0
2013-03-08,-0.0046724225495176075,0.0
2013-04-01,-0.043269721400142847,0.0
2013-04-10,-0.002346666666666608,0.0
2013-04-11,-0.0029936918635732335,-0.00451351812218137
2013-04-12,-0.0062198391420912325,-0.0031737876335270476
2013-04-15,-0.010251429804683188,-0.010006519702428052
2013-04-16,0.009158307893589068,-0.005251206188682467
2013-04-17,-0.0004321521175453258,0.0
2013-04-18,0.00248594898400345,0.0
2013-04-19,0.027816711590296528,0.025651871657754066
2013-04-02,-0.01898667785586905,0.0
2013-04-22,0.018071000855431896,-0.003041411687745521
2013-04-23,-0.03192941917865766,-0.029635275181834175
2013-04-24,0.018661169577953718,0.016617541620653986
2013-04-25,-0.011076791990627277,-0.004611844654806907
2013-04-26,-0.008292945611200864,0.0
2013-04-03,0.01476976542137276,0.0
2013-04-08,-0.0042808219178082085,0.008039633867276796
2013-04-09,0.006771281169389409,0.005902205181899989
2013-05-10,0.020711006725739223,-0.00465573692746335
2013-05-13,-0.0039744796569395335,0.0
2013-05-14,-0.014701249606216549,0.0
2013-05-15,0.005435361824576379,0.0
2013-05-16,0.018655925376298343,0.0
2013-05-17,0.01540062434963585,0.0
2013-05-02,-0.055544168887067036,0.0
2013-05-20,0.06618923611111116,0.002828287197231827
2013-05-21,0.0020354162426217126,0.0
2013-05-22,0.0013203331302051868,0.001293918282159634
2013-05-23,-0.013084491327720937,-0.006228712935686054
2013-05-24,0.005652620760534521,0.0
2013-05-27,0.0008175779253958293,0.0
2013-05-28,0.017155110793424022,0.0
2013-05-29,-0.0007027406886859211,0.0
2013-05-03,-0.057665260196905765,0.0
2013-05-30,0.057889125799573504,0.0
2013-05-31,-0.010279149450770908,0.0
2013-05-06,-0.032379594745952534,0.0
2013-05-07,0.001683678838261482,0.0029340196956133546
2013-05-08,0.005147599537766556,0.0062484529499973185
2013-05-09,-0.005852842809364489,-0.004879012466586619
2013-06-13,-0.04383936080740125,0.0
2013-06-14,0.0071467839472239,0.003981049698095651
2013-06-17,-0.005240174672489162,-0.006014143785779469
2013-06-18,0.006694468832308953,0.0065159581399953925
2013-06-19,-0.006976997710672617,-0.00601136277039116
2013-06-20,-0.03260511581951919,-0.03116900710243986
2013-06-21,-0.0011348161597821704,-0.0165218841017295
2013-06-24,-0.06271301976823451,0.0
2013-06-25,-0.0023030303030301402,0.0
2013-06-26,0.002429838415745289,0.0
2013-06-27,-0.002666343473518351,0.0
2013-06-28,0.0192003888686354,0.009949162861491834
2013-06-03,0.1707404316203649,0.0
2013-06-04,-0.01395254099195442,0.0
2013-06-05,-0.0015492666804378663,0.0
2013-06-06,-0.012309920347574277,0.0
2013-06-07,-0.016024298282362737,0.0
2013-07-01,-0.10186269292176686,0.0040188689918034814
2013-07-10,0.007940270206210132,-0.00019800166084982251
2013-07-11,0.04750146972369196,0.0
2013-07-12,-0.021775732405432624,0.0
2013-07-15,0.013769363166953319,0.007516104146576774
2013-07-16,0.004527447651386574,0.006221320907026762
2013-07-17,-0.01464788732394351,-0.003527081191925241
2013-07-18,-0.016123499142367104,0.0
2013-07-19,-0.024174802417480268,0.0
2013-07-02,0.008932825154835511,0.003002086750500066
2013-07-22,-0.0025970959745011957,0.0
2013-07-23,0.028760800094685735,0.0
2013-07-24,-0.006902899217671399,0.0
2013-07-25,-0.0047497683039852134,0.0
2013-07-26,-0.00593644511698288,0.0
2013-07-29,-0.021428571428571463,0.0
2013-07-03,0.006461648917075458,-0.0024942510008680863
2013-07-30,-0.0003566757817143884,0.0
2013-07-31,0.0017840152235966134,0.0
2013-07-04,0.007123352724682341,0.007501463535535713
2013-07-05,0.002593422138394308,0.0034746182610645437
2013-07-08,-0.02716049382716046,-0.026711386143854154
2013-07-09,-0.00024172105390374288,-0.0025411542471479587
2013-08-01,0.04243230174081236,0.0
2013-08-12,0.04824307085701052,0.0
2013-08-13,0.002655160969133652,0.0
2013-08-14,-0.004192872117400492,0.0
2013-08-15,-0.011523545706371152,0.0
2013-08-16,-0.007398273736128336,0.0
2013-08-19,0.011970638057594574,0.0
2013-08-02,-0.03682624707063942,0.0
2013-08-20,0.029892248870351024,0.0
2013-08-21,-0.001687478906513773,0.0
2013-08-22,-0.0018030200585981149,0.0
2013-08-23,-0.00733799954843084,0.0
2013-08-26,0.021039463209371112,0.0
2013-08-27,0.0022276676319892275,0.0
2013-08-28,-0.005334518781951569,0.002178031383737622
2013-08-29,-0.004357541899441375,-0.002846866482531407
2013-08-30,-0.002019975311412847,-0.0014274971350132226
2013-08-05,-0.01608006297087594,0.011464139941691043
2013-08-06,0.006628571428571428,0.006245216404435094
2013-08-07,-0.00556312443233431,-0.0066838754179093796
2013-08-08,-0.0012558511245576165,0.0002828039618700817
2013-08-09,0.00411522633744843,0.0
2013-09-10,0.08333333333333348,0.0
2013-09-11,0.00304749894913825,0.0
2013-09-12,0.00984808800419068,0.0
2013-09-13,-0.007469654528478031,0.0
2013-09-16,-0.004285564962893229,0.0
2013-09-17,-0.02005038841066553,0.0
2013-09-18,0.002142474558114671,0.0
2013-09-02,-0.04671298770710841,0.0017061057084111209
2013-09-23,0.06604619869925976,0.0
2013-09-24,-0.011465236141790291,0.0
2013-09-25,-0.006065120238348487,0.0
2013-09-26,-0.01830639117867472,0.0
2013-09-27,0.004362050163576825,0.0
2013-09-03,-0.017589576547231256,0.0
2013-09-30,0.023872679045092715,0.0
2013-09-04,-0.024827288428324712,0.0007409219190968042
2013-09-05,-0.0038742528226698436,-0.004230167751532177
2013-09-06,0.006889654406045054,0.006136199460845093
2013-09-09,0.03487473788765039,0.004490575795778051
2014-01-10,-0.09757918310760372,0.0
2014-01-13,-0.005199716379106545,0.0
2014-01-14,0.008790686623901145,0.0
2014-01-15,-0.0017663683466792035,0.0
2014-01-16,0.0012976288781407774,0.002306766917293146
2014-01-17,-0.015080113100848336,-0.014502886074328813
2014-01-02,0.06638755980861233,-0.003794011721599211
2014-01-20,-0.06763881099270885,-0.005074591419272023
2014-01-21,0.00998556304138587,0.0028601419359972624
2014-01-22,0.025729600952948184,0.0
2014-01-23,-0.0052258738822436035,0.0
2014-01-24,0.006070511323838401,0.008681894425259129
2014-01-27,-0.013228127175678783,-0.012716434945506783
2014-01-28,0.0016462841015991714,0.0009907865765461654
2014-01-29,0.0036393519605542046,0.0022757617026480936
2014-01-03,0.02877529535618195,-0.010949325569150625
2014-01-30,-0.03899943149516771,0.0
2014-01-06,0.01668244202555602,-0.023585064589384253
2014-01-07,-0.000349121377865691,-0.007099329286507805
2014-01-08,0.0018626309662399532,0.0
2014-01-09,-0.008831048105972683,0.0
2014-10-10,0.1303634232121922,-0.004390679500681505
2014-10-13,-0.004770794440987269,-0.00573305535952906
2014-10-14,-0.003647353063776615,-0.001086867908734801
2014-10-15,0.006903043614684634,0.0
2014-10-16,-0.007790588968526024,0.0
2014-10-17,-0.0010469011725293687,0.0
2014-10-20,0.005239991616013517,0.0
2014-10-21,-0.008757297748123505,0.0
2014-10-22,-0.00599495161968866,0.0
2014-10-23,-0.009311184001692951,0.0
2014-10-24,-0.002242870874719638,0.0
2014-10-27,-0.008991650610147839,0.0
2014-10-28,0.019982717649600357,0.0
2014-10-29,0.014084507042253502,0.010024266666666781
2014-10-30,0.00689223057644095,0.006160468047720302
2014-10-31,0.015453225471893761,0.01968026479665097
2014-10-08,-0.01031559595546927,0.011098523905199498
2014-10-09,0.001341589267285892,0.0
2014-11-10,0.03122745542615668,0.0
2014-11-11,-0.002798321007395521,0.0
2014-11-12,0.013830426939266394,0.0
2014-11-13,-0.005733491498616128,0.0
2014-11-14,0.0004971167230065632,0.0
2014-11-17,-0.0054655669283514285,0.0
2014-11-18,-0.009992006394883957,0.0
2014-11-19,-0.0017157852240613503,0.0
2014-11-20,0.0,0.0
2014-11-21,0.018400566171266952,0.0
2014-11-24,0.025414474337337234,0.0
2014-11-25,0.013457256268757822,0.011557519254154824
2014-11-26,0.013278563240351593,0.01081942129399982
2014-11-27,0.01103045158857352,0.00911789373166183
2014-11-28,0.018649757553151902,-0.003339916945601984
2014-11-03,-0.10225192237275726,-0.0017155935357464625
2014-11-04,0.00020393596410728243,-0.0008592709275220267
2014-11-05,-0.003975940462840222,0.0023814534391066733
2014-11-06,0.0010235414534287557,0.0
2014-11-07,-0.0016359918200408163,0.0
2014-12-01,0.12238836542400655,0.0
2014-12-10,0.14061501961857825,0.0
2014-12-11,-0.01088,0.0
2014-12-12,0.003558718861209842,0.0
2014-12-15,0.0067698259187622956,0.0
2014-12-16,0.026256804354787056,0.0
2014-12-17,0.017628705148205803,0.0
2014-12-18,-0.003602636823547445,0.0
2014-12-19,0.011462420186168165,0.013651400966183669
2014-12-02,-0.1362944934590813,0.0
2014-12-22,0.16176470588235303,-0.006989923961065347
2014-12-23,-0.021071780489653524,-0.01983753951029965
2014-12-24,-0.028493999225706723,-0.00019723263226645305
2014-12-25,0.032677133976249495,0.0
2014-12-26,0.03264644593655941,0.0
2014-12-29,0.0030642750373692795,0.0
2014-12-03,-0.14127114223977344,0.0
2014-12-30,0.1653796095444684,0.0
2014-12-31,0.021740749013476446,0.0
2014-12-04,-0.12205785906871669,0.0
2014-12-05,0.005893094289508571,0.0
2014-12-08,0.04043237890915097,0.0
2014-12-09,-0.04449202950273601,0.0
2014-02-10,-0.27788844621513953,0.0
2014-02-11,0.007931034482758559,0.0
2014-02-12,0.002508837951875842,0.0012530750605326268
2014-02-13,-0.00511887157319979,-0.0024182772231753358
2014-02-14,0.006974616967756697,0.0033937952501994495
2014-02-17,0.007039854661065048,0.009462078338698943
2014-02-18,-0.012628255722178405,0.0
2014-02-19,0.011419435879867601,0.0
2014-02-20,-0.009145308795303175,0.0
2014-02-21,-0.010027347310847756,0.0
2014-02-24,-0.02198434622467771,0.0
2014-02-25,-0.0255384253265859,0.0
2014-02-26,0.002536231884058049,0.0
2014-02-27,-0.004336826888326595,0.0
2014-02-28,0.011252268602540694,0.010500050942435113
2014-02-07,0.015673606125867323,0.0
2014-03-10,-0.05218518082224055,-0.030923472213181702
2014-03-11,0.005219985085756829,0.004708069358859257
2014-03-12,0.0025964391691395416,-0.0043623604064455535
2014-03-13,0.012455296584042319,0.0
2014-03-14,-0.008282582216808665,0.0
2014-03-17,0.009457135838860209,0.0
2014-03-18,-0.002190047451028021,0.0
2014-03-19,-0.008169735398122269,0.0
2014-03-20,-0.01598229653307104,0.0
2014-03-21,0.03435782108945529,0.0
2014-03-24,0.007971977291943544,0.0
2014-03-25,-0.0009586578789694267,0.001332482124616785
2014-03-26,-0.0015593139018831303,0.0
2014-03-27,-0.007087938491110113,-0.00663059284130596
2014-03-28,-0.0016938898971567973,-0.00019973208174728363
2014-03-03,0.01842200945339978,0.003528916648803504
2014-03-31,-0.020706890396287148,0.0
2014-03-04,0.018106695831814346,-0.0020094326788812067
2014-03-05,-0.009190737646216363,-0.00906065382886112
2014-03-06,0.004336826888326817,0.005079722175771018
2014-03-07,-0.0023989444644356706,-0.003032429406559567
2014-04-01,-0.0028856558855355763,0.0
2014-04-10,0.050765706017122714,0.013962988281249977
2014-04-11,-0.001262336470048142,-0.0004815572714618188
2014-04-14,-0.0009192232563483005,-0.00019724453147496046
2014-04-15,-0.017136285221391656,0.0
2014-04-16,0.0012871518839223661,0.0
2014-04-17,-0.0035059016010283717,0.0
2014-04-18,-0.00011727453969745394,0.0
2014-04-02,-0.01935256861365242,0.0
2014-04-21,0.0026312642028467614,0.0
2014-04-22,0.004294405344148711,0.0
2014-04-23,-0.0009502316189571314,0.0
2014-04-24,-0.0016644869813339236,0.0
2014-04-25,-0.010360843158270905,0.0
2014-04-28,-0.015162454873646092,0.0
2014-04-29,0.010874877810361783,0.0
2014-04-03,0.0032636286715821416,0.0
2014-04-30,-0.0030120481927710108,0.0
2014-04-04,0.012447129909365584,0.0
2014-04-08,0.023633325375984837,0.0
2014-04-09,0.0005830223880596286,0.0
2014-05-12,-0.025288427922153578,0.0
2014-05-13,-0.002391200382592107,0.0
2014-05-14,-0.0009587727708533222,0.0
2014-05-15,-0.012955854126679545,0.0
2014-05-16,0.000972289742343202,0.0
2014-05-19,-0.014205925206410952,0.0
2014-05-20,0.00024633575563504095,0.0
2014-05-21,0.009604728481714009,0.0
2014-05-22,-0.0020734235882423624,0.0
2014-05-23,0.008555365436323736,0.009075425038640006
2014-05-26,0.003635482307319471,0.00306338855499666
2014-05-27,-0.0038638010142478807,-0.0030540328656692983
2014-05-28,0.01030303030303048,0.010211295183321978
2014-05-29,-0.006478704259148205,-0.0060648471653461655
2014-05-30,0.0006037918125831876,-0.001016975662856967
2014-05-05,-0.002413709872073344,0.003401543209876401
2014-05-06,0.0004839099927413937,-0.0015379783766391597
2014-05-07,-0.009310761789600885,-0.0066748387230601836
2014-05-08,0.00012205541315757351,-0.001232908335239813
2014-05-09,-0.0008542836221625549,0.0
2014-06-10,0.015512397703676628,0.0
2014-06-11,-0.00024055809477985246,0.0
2014-06-12,-0.0031280076997113326,0.0008263724987174204
2014-06-13,0.01086169442433027,0.011278519659433828
2014-06-16,0.007402101241642756,0.006590251517456069
2014-06-17,-0.00924389665797587,-0.008561598130066295
2014-06-18,-0.00382775119617218,-0.004571752280516983
2014-06-19,-0.015129682997118143,0.0003103677842934971
2014-06-20,0.005608388198000469,0.0
2014-06-23,-0.0007274490785643684,0.0
2014-06-24,0.006430478039310739,0.0
2014-06-25,-0.004460518384569068,0.0
2014-06-26,0.007628965851295577,0.003894984646878319
2014-06-27,0.001201778632375916,0.001529355364479068
2014-06-03,-0.008162285439923034,0.0013285042965660576
2014-06-30,0.015248699019726475,0.006617086702363606
2014-06-04,-0.024913577303611878,0.0
2014-06-05,0.010757946210268932,0.0
2014-06-06,-0.006531204644412147,0.0
2014-06-09,-0.00036523009495981196,0.0
2014-07-01,0.021800024357569114,0.0005056606689244347
2014-07-10,-0.007151370679380209,0.0
2014-07-11,0.00552220888355337,0.0
2014-07-14,0.01158070678127987,0.0
2014-07-15,0.0015342853770801135,0.0
2014-07-16,-0.0015319349516851322,0.0
2014-07-17,-0.005310987843738957,0.0
2014-07-18,0.004864736592311347,0.0
2014-07-02,-0.006258117841539734,0.004548645948965646
2014-07-21,0.007366920152091172,0.0
2014-07-22,0.012149091766926023,0.0
2014-07-23,0.0023307306840694153,0.001286917740336735
2014-07-24,0.01778862922915936,0.021280839276708985
2014-07-25,0.010623714873200907,0.01163017779149711
2014-07-28,0.027806035944387908,0.02682510082166245
2014-07-29,0.0032992411745298433,0.0023325279891694972
2014-07-03,-0.07278307574262854,0.003521816242898268
2014-07-30,0.0747133230878354,-0.0032579399487201455
2014-07-31,0.012099879001209901,-0.0001997574707098826
2014-07-04,-0.08096945984132164,0.0
2014-07-07,-0.0010643330179753718,-0.0012017382037640134
2014-07-08,0.0018941636083817937,0.0
2014-07-09,-0.014179369018078702,0.0
2014-08-01,0.09325182787965947,0.0
2014-08-11,0.015239557066111242,0.0
2014-08-12,-0.003455723542116762,0.0
2014-08-13,0.0007585609016038664,0.0002602853198341304
2014-08-14,-0.009637249593936081,-0.012421985331383611
2014-08-15,0.010605729280559917,0.012578231944087692
2014-08-18,0.005734069025208344,0.003680588246335992
2014-08-19,0.000215146299483715,0.0009167727983974139
2014-08-20,-0.003656700365670007,-0.004121698931325857
2014-08-21,-0.004965457685665031,-0.0036788956838093023
2014-08-22,0.0045563028856585586,-0.0006614154678721285
2014-08-25,-0.00950323974082079,0.0
2014-08-26,-0.007959005669428643,0.0
2014-08-27,0.0015386306187492593,0.0
2014-08-28,-0.006913200921760065,0.0
2014-08-29,0.011602209944751252,0.0
2014-08-04,0.015729109776078554,0.0
2014-08-05,-0.002688461124852104,0.0
2014-08-06,-0.0025878800948888614,0.0
2014-08-07,-0.015027027027027073,0.0
2014-08-08,0.0018658764131269656,0.0
2014-09-01,0.010188431200701231,0.004421996303142439
2014-09-10,0.032209087951415194,0.0
2014-09-11,-0.003677243118302087,0.0
2014-09-12,0.006327111673521069,0.0
2014-09-15,-0.0005239442523315985,0.0
2014-09-16,-0.019710631159572167,0.0
2014-09-17,0.005133689839572186,0.0
2014-09-18,0.003085762928282554,0.0
2014-09-19,0.006789010289593778,0.0
2014-09-02,-0.015804446317564058,0.015182401370059884
2014-09-22,-0.0033187024943795995,0.0
2014-09-23,0.00859291084854985,0.0
2014-09-24,0.017465388711395136,0.0
2014-09-25,-0.002093364036005907,0.0
2014-09-26,0.00010488777008599293,0.0002461195361282975
2014-09-29,0.004090194022024152,0.004459205802960664
2014-09-03,-0.015249634426572012,0.0095170366739461
2014-09-30,0.016652524395417867,0.0
2014-09-04,-0.009389671361502372,0.00942731655654061
2014-09-05,0.009373354397051115,0.009339272280346034
2014-09-09,-0.001773789649415769,0.0002413673925432125
2015-01-12,0.4233301975540922,0.0
2015-01-13,0.0,0.0
2015-01-14,-0.0035250055078210885,0.0
2015-01-15,0.028520893212469645,0.0
2015-01-16,0.008311837202636951,0.0
2015-01-19,-0.07689027856736785,0.0
2015-01-20,0.01254811393379529,0.0
2015-01-21,0.044704630122405664,0.0
2015-01-22,0.005239793319263386,0.0
2015-01-23,0.001303120249040779,0.0
2015-01-26,0.009616079820692791,0.003759378806333702
2015-01-27,-0.009166427957605361,-0.010011085608797377
2015-01-28,-0.01380456779416006,-0.007552187696443502
2015-01-29,-0.012312202271894557,0.0
2015-01-30,-0.012985085701565535,0.0
2015-01-05,0.06307322207186883,0.0
2015-01-06,-0.000636447210239699,0.0
2015-01-07,-0.0004245683555051949,0.00463334340078525
2015-01-08,-0.023361177969701385,-0.02164540556725847
2015-01-09,-0.003769208466221974,-0.003271261370581424
2015-10-12,-0.011641443538998875,0.04118259295437987
2015-10-13,-0.0008097762073028258,-0.00705220477370494
2015-10-14,-0.011125027628379747,-0.01080783502574767
2015-10-15,0.023543436149604968,-0.00269408227792578
2015-10-16,0.013466297859950682,0.0
2015-10-19,7.182360123536569e-05,0.0
2015-10-20,0.012352772191898787,0.013344688534456806
2015-10-21,-0.02894438138478994,-0.029696992086701846
2015-10-22,0.014684395090590385,-0.007847229083043694
2015-10-23,0.013247894016847894,0.0
2015-10-26,0.004974063810132767,0.0
2015-10-27,0.0010605953475217866,0.0025040552718536002
2015-10-28,-0.018858595846870996,-0.017379131139327875
2015-10-29,0.002375638902886834,0.0012197591219684778
2015-10-30,0.00035909221488084064,-0.002026536425148051
2015-10-08,-0.06741331035968134,0.0
2015-10-09,0.013163972286374115,0.014375453367875712
2015-11-10,0.14687333789225754,-0.0027440023106694023
2015-11-11,0.00013250298131706195,-0.000470515490718304
2015-11-12,-0.009870164281929106,0.0
2015-11-13,-0.012778483976717658,0.0
2015-11-16,0.005285985361886736,0.0
2015-11-17,-0.001617904813266846,0.0
2015-11-18,-0.011208642808912983,0.0
2015-11-19,0.01584266593826822,0.0
2015-11-02,-0.07898628663619245,0.0
2015-11-20,0.08554120137216259,0.0
2015-11-23,-0.005580582263161382,0.0
2015-11-24,0.000135226504394792,0.0038226371732261732
2015-11-25,0.007301243915629918,0.006009776016792534
2015-11-26,-0.00583892617449655,-0.004835993537519623
2015-11-27,-0.05319651657328017,-0.05374028680047649
2015-11-03,-0.02602495543672012,0.0
2015-11-30,0.029502196193265107,0.0003020868218068795
2015-11-04,0.01671051695939685,0.0
2015-11-05,0.020981955518254214,0.0
2015-11-06,0.02335936429647889,0.023634553191489216
2015-11-09,0.012249815918066842,0.009976964850986647
2015-12-01,-0.06368205263853988,-0.0017088722620854924
2015-12-10,0.00861642771382165,0.0
2015-12-11,-0.004271409565156481,0.0
2015-12-14,0.028340365682137936,0.0
2015-12-15,-0.0045818231553032,0.0
2015-12-16,-0.0024045067326189384,0.0
2015-12-17,0.018869223882652664,0.012733620689655334
2015-12-18,0.003244339303818844,0.0036886621591214475
2015-12-02,-0.012059556693390872,0.0
2015-12-21,0.03825695581014732,0.025725741544500025
